dim_esdc_grp.esdcs,fact_alert.alert_id,fact_alert.original_text,fact_alert.source_link,fact_alert.caption,dim_internal_topic_grp.internal_topics,alert_top_threshold.top_threshold__sort_,alert_top_threshold.top_threshold,fact_alert.translated_text,dim_auto_alert_modelset.modelset_name,dim_source.source,primary_source_channel.channel,fact_alert.has_tagged_company,fact_alert.location_name,dim_internal_place.country,fact_alert.location_parsed,fact_alert.alert_caption_ai_summary
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",309827841427042292738-1781776578151-1,The plane is headed on radio. The airbars have blocked off 900 North Oak Ridge Road due to flooding.,https://audio.dataminr.com/prod/2026/06/18/1781776488.0772355ch0segment0.wav,"Flooding reported on 900 block of North Oak Ridge Road in Louisville, KY: Sensor.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",3,Local Urgent,,us_scanner_1,scanner,sensor,No,"Oak Brg Cir, Louisville, KY 40219, USA",United States of America,"38.1179935,-85.6874745","Flooding reported on 900 block of North Oak Ridge Road in Louisville, KY."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",902058484-1781786258000-3,Flooding in Pearl River County on MS 43 at N Benville Rd. Expect delays in both directions. | #MShwys | https://t.co/vNTG44XLkl,https://www.MDOTtraffic.com/?a=562157_1,"Flooding prompts traffic delays at intersection of Mississippi 43 and North Benville Road in Pearl River County, MS: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,mdot traffic,gov,No,"MS-43 & N Benville Rd, Mississippi 39466, USA",United States of America,"30.5168414,-89.5410169","Flooding at the intersection of Mississippi 43 and North Benville Road in Pearl River County, MS, is causing traffic delays."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1565106313-1781814968000-3,Dauphin Island Pkwy is closed at Dog River Bridge due to coastal flooding. https://t.co/iEPkRXE5it,https://ift.tt/7SikJzE,"Coastal flooding prompts road closure at Dog River Bridge on 5020 block of Dauphin Island Parkway in Mobile, AL: Local Source.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,fb,chatter,No,"Dog River Bridge, 5026 Dauphin Island Pkwy, Mobile, AL 36605, USA",United States of America,"30.5653054,-88.0875928","Coastal flooding has prompted a road closure at Dog River Bridge on the 5020 block of Dauphin Island Parkway in Mobile, AL."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",995044074-1781799062000-3,Updated: #MBHWY593 Flooding on  HWY-593 Both Directions from HWY-484 to  Road 168W. All lanes closed. Activities: Water on road. https://t.co/7nzmoPLlxt,http://www.manitoba511.ca/Event/1323?lang=en,"Flooding prompts road closure on Highway 593 in Brandon, MB, Canada: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,manitoba highway conditions,gov,No,"Brandon, MB, Canada",Canada,"49.8437486,-99.9514807","A road closure is in effect on Highway 593 in Brandon, Manitoba, Canada, due to flooding, according to the government."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",65189213049881371571911-1781809421000-1,And I thought it didn’t flood here omggggggggg you have to be kidding me,https://www.facebook.com/story.php?story_fbid=4343585449187554&id=100006084255071,"Heavy flooding reported in Gulfport, MS: Local Source Photo.","+ Floods, + Negative Sentiment, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",3,Local Urgent,,,fb,chatter,No,"Gulfport, Mississippi, USA",United States of America,"30.3674198,-89.0928155","Heavy flooding reported in Gulfport, MS."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",25413946349975310900201-1781829490821-1,At I-10 (East) - Flooding in  United -- roadHazard,"https://wego.here.com/?map=30.67857,-87.98956,15,traffic&x=ep","Flooding near Highway 90 and Interstate 10 in Spanish Fort, AL: Sensor.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",5,Local Signal,,int_here_road,here wego,sensor,No,"Interstate 10, Spanish Fort, AL",United States of America,"30.67857,-87.98956","Flooding reported near Highway 90 and Interstate 10 in Spanish Fort, AL, as of June 19, 2026, 00:42:25."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1209227146-1781786978000-3,🚨Traffic: Route 33 West is CLOSED at Genesee St. in Cheektowaga due to flooding🚨,https://twitter.com/WBEN/status/2067590560320262467,"Flooding prompts road closure on New York 33 westbound at Genesee Street in Cheektowaga, NY: Local News Outlet.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,twitter,localnews,No,"NY-33, Cheektowaga, NY, USA",United States of America,"42.9302547,-78.7480786","Flooding has prompted the closure of New York 33 westbound at Genesee Street in Cheektowaga, NY."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",89700294930912850548-1781824056261-1,The Braintree Randolph line up there on West Street is flooding. Can you check it out and let us know?,https://audio.dataminr.com/prod/2026/06/18/1781823965.7486205ch0segment0.wav,"Flooding reported on West Street in Braintree, MA: Sensor.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",3,Local Urgent,,us_scanner_1,scanner,sensor,No,"West St, Braintree, MA, USA",United States of America,"42.2118083,-71.0261205","Flooding reported on West Street in Braintree, MA."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",37178424039341421131-1781840537427-1,"
Flooded roadways trapped residents inside Timber Creek Estates in Biloxi
Published: Jun. 18, 2026 at 10:30 PM CDT|Updated: seconds ago
BILOXI, Miss. (WLOX) — Flooding left roads underwater and residents stuck inside Timber Creek Estates in Biloxi.
Bessie Murray sent videos, saying the subdivision has flooded before but never like this.
Heavy rain and strong winds trapped residents inside for most of the day.
Floodwater surrounded several vehicles, and wind knocked over trash cans, sending them to the next yard.
Despite the high water, some kids made the most of it by grabbing their kayaks and pool noodles to play in the flooded streets.
See a spelling or grammar error in this story? Report it to our team HERE.
Copyright 2026 WLOX. All rights reserved.
",https://www.wlox.com/2026/06/19/flooded-roadways-trapped-residents-inside-timber-creek-estates-biloxi/,"Roads underwater and residents trapped inside residences due to flooding at Timber Creek Estates on 6270 block of Pocono Way in Biloxi, MS: Local News Outlet.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",2,National Urgent,,uf_us_mds_pas_revision,wlox,localnews,No,"6271 Pocono Wy, Biloxi, MS 39532, USA",United States of America,"30.4734568,-88.9418916","Flooding at Timber Creek Estates in Biloxi, MS, has left roads underwater and residents trapped in their homes on the 6270 block of Pocono Way."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",801854316-1781785807000-3,Flooding in Neshoba County on MS 15 at MS 485. Expect delays in both directions. | #MShwys | https://t.co/BxeOVkZfsy,https://www.MDOTtraffic.com/?a=562156_1,"Flooding prompts traffic delays at intersection of Mississippi 15 and Mississippi 485 in Neshoba County, MS: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,mdot traffic,gov,No,"MS-15 & MS-485, Mississippi 39350, USA",United States of America,"32.728079,-89.1561495","Flooding at the intersection of Mississippi 15 and Mississippi 485 in Neshoba County, MS, is causing traffic delays."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",2800580242746819371040-1781792598299-1,"
Tunisie : des terres agricoles endommagées après la montée des eaux à Mellègue
Image d’illustration
La situation dans la zone de l’oued Mellègue reste sous contrôle, malgré la poursuite de l’écoulement des eaux consécutif à un incident technique survenu au niveau du barrage de Mellègue. Selon les autorités, des dégâts limités ont toutefois été enregistrés sur certaines terres agricoles.
D’après la Radio nationale, aucun danger n’est à signaler pour les habitants ou leurs biens, à l’exception de quelques parcelles agricoles situées en bordure de l’oued, notamment dans les zones d’El Aïn et El Maqla, qui ont été légèrement affectées.
Les autorités locales indiquent qu’un dispositif de vigilance renforcé a été mis en place, mobilisant la protection civile et la commission de lutte contre les catastrophes. Des équipes restent déployées sur le terrain afin de suivre l’évolution de la situation et d’intervenir en cas d’urgence.
Le barrage de Mellègue a également fait l’objet d’interventions techniques après la défaillance d’une vanne située sur la rive droite, ayant provoqué un important débit d’eau. Selon les responsables, les volumes évacués sont dirigés vers l’oued Medjerda, puis vers le barrage de Sidi Salem.
Le directeur général des barrages et des grands travaux hydrauliques au ministère de l’Agriculture a assuré que l’ouvrage reste sécurisé, précisant que l’incident constitue un cas inédit en Tunisie. Il a également indiqué que les travaux du barrage supérieur de Mellègue sont achevés et que sa mise en service est prévue pour l’automne prochain.
Dans un communiqué antérieur, la direction régionale de la protection civile de Jendouba avait appelé les riverains à la prudence et recommandé d’éviter les abords de l’oued, en raison de l’importante circulation des eaux.
S.R
",https://www.lapresse.tn/2026/06/18/tunisie-des-terres-agricoles-endommagees-apres-la-montee-des-eaux-a-mellegue/,"Farmland damaged due to flooding in Mellegue, Tunisia: Local News Outlet.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,"
Tunisia: Farmland Damaged After Flooding in Mellègue
Illustrative image
The situation in the Mellègue wadi area remains under control, despite continued water flow following a technical incident at the Mellègue dam. According to authorities, however, limited damage has been reported to some farmland.
According to National Radio, there is no danger to residents or their property, with the exception of a few agricultural plots located along the banks of the wadi—particularly in the El Aïn and El Maqla areas—which have been slightly affected.
Local authorities report that enhanced monitoring measures have been put in place, involving the civil defense and the disaster response commission. Teams remain deployed on the ground to monitor the situation and respond in case of an emergency.
The Mellègue Dam was also the subject of technical interventions following the failure of a gate on the right bank, which caused a significant flow of water. According to officials, the discharged water is being directed toward the Medjerda Wadi and then toward the Sidi Salem Dam.
The Director General of Dams and Major Hydraulic Works at the Ministry of Agriculture assured that the structure remains safe, noting that the incident is an unprecedented occurrence in Tunisia. He also indicated that work on the upper Mellègue Dam has been completed and that it is scheduled to become operational next fall.
In an earlier statement, the Jendouba Regional Civil Protection Directorate had urged local residents to exercise caution and recommended avoiding the area near the wadi due to the high water flow.
S.R
",uf_fr_mds_pas_revision,la presse de tunisie,localnews,No,"Mellegue, Tunisia",Tunisia,"36.3278518,8.7315981","Flooding in Mellegue, Tunisia has damaged farmland, according to local news reports."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",763906409694801135644-1781807227172-1,We've got water coming over the road at Highway 67 and Old Wool Market Road.,https://audio.dataminr.com/prod/2026/06/18/1781807182.9688725ch0segment0.wav,"Flooding reported at intersection of Old Woolmarket Road and MS-67 in Harrison County, MS: Sensor.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,us_scanner_1,scanner,sensor,No,"Old Woolmarket Rd & MS-67, Mississippi 39532, USA",United States of America,"30.5239586,-88.9848035","Flooding reported at Old Woolmarket Road and MS-67 intersection in Harrison County, MS."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",2116777920-1781785467000-3,The exit ramp from I-10 West to Loyola Drive (Exit 221B) is closed due to flooding. Congestion is approaching Williams Boulevard.,https://twitter.com/NOLA_Traffic/status/2067584225562288205,"Flooding prompts road closure on Interstate 10 westbound at Loyola Drive in New Orleans, LA: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,twitter,gov,No,"I-10, New Orleans, LA, USA",United States of America,"30.0478423,-89.9587706","Flooding has prompted the closure of Interstate 10 westbound at Loyola Drive in New Orleans, LA."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",178275777-1781818863000-3,"Springvale Road, Wills and Min Min. Flooding - Road closed to all traffic, All directions. https://t.co/paF3GgtDFg",https://qldtraffic.qld.gov.au/MapView.html?id=809672,"Flooding prompts road closure on Springvale Road in Wills, QLD, Australia: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,queensland traffic,gov,No,"Springvale Rd, Wills QLD, Australia",Australia,"-23.0110586,140.2637626","A road closure is in effect on Springvale Road in Wills, QLD, Australia, due to flooding, according to the Government."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",676630149892870215-1781806092258-1,At US-98/AL-16/AL-42 - Closed due to flooding in  United -- roadHazard,"https://wego.here.com/?map=30.69391,-88.03064,15,traffic&x=ep","Road closed due to flooding near Dunlap Drive and US-98 in Mobile, AL: Sensor.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",5,Local Signal,,int_here_road,here wego,sensor,No,"US-98, Mobile, AL",United States of America,"30.69391,-88.03064","Road closed due to flooding near Dunlap Drive and US-98 in Mobile, AL."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1293200485-1781798389000-3,Flooding in Scott County on MS 481 between Snook Rd and New Rd. Expect delays in both directions. | #MShwys | https://t.co/ES1HN2FxW7,https://www.MDOTtraffic.com/?a=562176_1,"Flooding prompts traffic delays on Mississippi 481 between Snook Road and New Road in Meridian, MS: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,mdot traffic,gov,No,"Meridian, MS, USA",United States of America,"32.3643098,-88.703656","Flooding on Mississippi 481 between Snook Road and New Road in Meridian, MS, is causing traffic delays."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1121740346970323521-1781834440422-1,At Circuito Exterior Mexiquense - Flooding in  Mexico -- roadHazard,"https://wego.here.com/?map=19.48705,-99.02708,15,traffic&x=ep","Flooding near Calle Galia and Circuito Exterior Mexiquense in Ecatepec de Morelos, Mexico: Sensor.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",5,Local Signal,,int_here_road,here wego,sensor,No,"Circuito Exterior Mexiquense, Ecatepec de Morelos, Mexico",Mexico,"19.48705,-99.02708","Flooding reported near Calle Galia and Circuito Exterior Mexiquense in Ecatepec de Morelos, Mexico."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1294060555-1781849640000-3,Flooding in Covington County on US 49 SB past MS 589. Road closed. | #MShwys | https://t.co/659gfl01aI,https://www.MDOTtraffic.com/?a=562205_1,"Flooding prompts road closure on US 49 southbound past Mississippi 589 in Covington County, MS: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,mdot traffic,gov,No,"US 49, Mississippi, USA",United States of America,"32.2783203,-90.1576067","US 49 southbound in Covington County, MS, is closed past Mississippi 589 due to flooding."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1779970574-1781788270000-3,Flooding in Pearl River County on MS 43 at Cybur Hills Rd. Expect delays in both directions. | #MShwys | https://t.co/TwGzfFu5xv,https://www.MDOTtraffic.com/?a=562161_1,"Flooding prompts traffic delays at intersection of Cybur Hills Road and Mississippi 43 North in Pearl River County, MS: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,mdot traffic,gov,No,"Cybur Hills Rd & Mississippi 43 N, Mississippi 39466, USA",United States of America,"30.6510201,-89.7692872","Flooding at the intersection of Cybur Hills Road and Mississippi 43 North in Pearl River County, MS, is causing traffic delays."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",615668564491722386896-1781822303314-1,Flooding in  United -- roadHazard,"https://wego.here.com/?map=30.67077,-88.1276,15,traffic&x=ep","Flooding near South Beltline Highway in Mobile, AL: Sensor.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",5,Local Signal,,int_here_road,here wego,sensor,No,"South Beltline Highway, Mobile, AL",United States of America,"30.67077,-88.1276","Flooding reported near South Beltline Highway in Mobile, AL, as of June 18, 2026, 22:42:20."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",1412488816-1781812023000-3,"#MBHWY83 Flooding on  HWY-83 Both Directions from Roblin to  HWY-366. All lanes closed. Hwy 83 at Shell River between Roblin and PR 366, closed. Detour in effect using PR 482 https://t.co/fmFKpMaY22",http://www.manitoba511.ca/Event/1432?lang=en,"Flooding prompts road closure on Highway 83 at Shell River in Riding Mountain West, MB, Canada: Government.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",4,Signal,,hyperspecific_traffic,manitoba highway conditions,gov,No,"Shell River, Riding Mountain West, MB R0J 0L0, Canada",Canada,"50.9674941,-101.3909859","Highway 83 at Shell River in Riding Mountain West, MB, Canada is closed due to flooding, according to the government."
"ESDC - Floods, ESDC - Roadways - Logistics, ESDC - Roadways - Safety",674380530-1781826917000-3,"Debido a las fuertes lluvias que se registran este jueves, algunas zonas de la CDMX ya presentan afectaciones; autoridades piden tomar precauciones. https://t.co/5mJv0NGw9W",http://nmas.me/gQx450ZesZn,"Heavy rainfall prompts flooding on June 18 in Mexico City, Mexico: Local News Outlet.","+ Floods, + Roadways - Logistics, + Roadways - Safety, Natural Disasters, Roadways - Physical",3,Local Urgent,"Due to the heavy rains falling this Thursday, some areas of Mexico City are already experiencing disruptions; authorities are urging residents to take precautions. https://t.co/5mJv0NGw9W ",uf_latam_mds_pas_revision,nmas,localnews,No,"Mexico City, Mexico",Mexico,"19.4326077,-99.133208","Heavy rainfall caused flooding in Mexico City, Mexico on June 18."
